
0,0,0,0,5/14/2020 8:18:27 PM
0,0,0,0,5/14/2020 8:19:32 PM
3,1,1,1,5/14/2020 8:19:39 PM
2,2,3,2,5/14/2020 8:19:49 PM
0,0,0,0,5/14/2020 8:20:16 PM
0,0,0,0,5/14/2020 8:20:16 PM
0,0,0,0,5/14/2020 8:22:06 PM
2,0,0,0,5/14/2020 8:22:10 PM
0,0,1,1,5/14/2020 8:24:16 PM
3,0,1,1,5/14/2020 8:24:20 PM
2,0,1,1,5/14/2020 8:24:22 PM
